ref_area,indicator,source,sex,classif1,time,obs_value,obs_status,note_indicator,note_source
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_T,ECO_AGNAG_TOTAL,2007,84.3,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_T,ECO_AGNAG_AGR,2007,99,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_T,ECO_AGNAG_NAG,2007,76.9,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_M,ECO_AGNAG_TOTAL,2007,81.5,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_M,ECO_AGNAG_AGR,2007,98.3,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_M,ECO_AGNAG_NAG,2007,73.9,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_F,ECO_AGNAG_TOTAL,2007,87.6,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_F,ECO_AGNAG_AGR,2007,99.9,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_F,ECO_AGNAG_NAG,2007,80.8,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_T,ECO_AGNAG_TOTAL,2006,96.1,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_T,ECO_AGNAG_AGR,2006,99.8,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_T,ECO_AGNAG_NAG,2006,94.1,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_M,ECO_AGNAG_TOTAL,2006,95.4,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_M,ECO_AGNAG_AGR,2006,99.8,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_M,ECO_AGNAG_NAG,2006,92.9,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_F,ECO_AGNAG_TOTAL,2006,97.1,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_F,ECO_AGNAG_AGR,2006,99.8,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_F,ECO_AGNAG_NAG,2006,95.5,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_T,ECO_AGNAG_TOTAL,2005,95.8,B,I11:264,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_T,ECO_AGNAG_AGR,2005,99.9,B,I11:264,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_T,ECO_AGNAG_NAG,2005,93.6,B,I11:264,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_M,ECO_AGNAG_TOTAL,2005,95,B,I11:264,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_M,ECO_AGNAG_AGR,2005,99.9,B,I11:264,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_M,ECO_AGNAG_NAG,2005,92.4,B,I11:264,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_F,ECO_AGNAG_TOTAL,2005,96.8,B,I11:264,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_F,ECO_AGNAG_AGR,2005,100,B,I11:264,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_F,ECO_AGNAG_NAG,2005,95.1,B,I11:264,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_T,ECO_AGNAG_TOTAL,1999,84.1,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_T,ECO_AGNAG_AGR,1999,,U,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_T,ECO_AGNAG_NAG,1999,84.2,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_M,ECO_AGNAG_TOTAL,1999,81.2,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_M,ECO_AGNAG_AGR,1999,,U,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_M,ECO_AGNAG_NAG,1999,81.4,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_F,ECO_AGNAG_TOTAL,1999,87.8,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BB:73,SEX_F,ECO_AGNAG_NAG,1999,87.8,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_T,ECO_AGNAG_TOTAL,2002,78.7,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_T,ECO_AGNAG_AGR,2002,94.9,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_T,ECO_AGNAG_NAG,2002,68,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_M,ECO_AGNAG_TOTAL,2002,77.2,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_M,ECO_AGNAG_AGR,2002,92.7,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_M,ECO_AGNAG_NAG,2002,65.8,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_F,ECO_AGNAG_TOTAL,2002,80.6,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_F,ECO_AGNAG_AGR,2002,98.2,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_F,ECO_AGNAG_NAG,2002,70.6,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_T,ECO_AGNAG_TOTAL,2001,75.9,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_T,ECO_AGNAG_AGR,2001,95.7,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_T,ECO_AGNAG_NAG,2001,61.8,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_M,ECO_AGNAG_TOTAL,2001,75.6,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_M,ECO_AGNAG_AGR,2001,95.5,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_M,ECO_AGNAG_NAG,2001,60.7,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_F,ECO_AGNAG_TOTAL,2001,76.1,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_F,ECO_AGNAG_AGR,2001,96,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_F,ECO_AGNAG_NAG,2001,63,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_T,ECO_AGNAG_TOTAL,2000,71.6,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_T,ECO_AGNAG_AGR,2000,98.6,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_T,ECO_AGNAG_NAG,2000,56,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_M,ECO_AGNAG_TOTAL,2000,70.9,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_M,ECO_AGNAG_AGR,2000,98,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_M,ECO_AGNAG_NAG,2000,54.5,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_F,ECO_AGNAG_TOTAL,2000,72.5,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_F,ECO_AGNAG_AGR,2000,99.3,,,R1:3513
BOL,SDG_0831_SEX_ECO_RT,BX:15722,SEX_F,ECO_AGNAG_NAG,2000,57.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_TOTAL,2021,39.2,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_AGR,2021,76,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_NAG,2021,35.2,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_TOTAL,2021,41.3,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_AGR,2021,74.3,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_NAG,2021,36.3,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_TOTAL,2021,36.2,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_AGR,2021,82.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_NAG,2021,33.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_TOTAL,2020,37.7,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_AGR,2020,75,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_NAG,2020,33.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_TOTAL,2020,39.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_AGR,2020,73.4,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_NAG,2020,34.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_TOTAL,2020,34.8,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_AGR,2020,81.7,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_NAG,2020,32.6,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_TOTAL,2019,39.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_AGR,2019,76.2,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_NAG,2019,36.3,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_TOTAL,2019,41.8,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_AGR,2019,74.5,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_NAG,2019,37.1,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_TOTAL,2019,37.3,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_AGR,2019,83.2,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_NAG,2019,35.3,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_TOTAL,2018,39.6,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_AGR,2018,76.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_NAG,2018,35.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_TOTAL,2018,41.5,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_AGR,2018,75,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_NAG,2018,36.6,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_TOTAL,2018,37.1,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_AGR,2018,85,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_NAG,2018,35,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_TOTAL,2017,39.1,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_AGR,2017,77.8,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_NAG,2017,35.2,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_TOTAL,2017,41.2,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_AGR,2017,75.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_NAG,2017,36,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_TOTAL,2017,36.4,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_AGR,2017,85.3,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_NAG,2017,34.2,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_TOTAL,2016,37.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_AGR,2016,77.8,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_T,ECO_AGNAG_NAG,2016,33.5,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_TOTAL,2016,40.3,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_AGR,2016,76.3,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_M,ECO_AGNAG_NAG,2016,34.5,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_TOTAL,2016,34.6,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_AGR,2016,83.6,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:6355,SEX_F,ECO_AGNAG_NAG,2016,32.2,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_TOTAL,2015,45,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_AGR,2015,86.2,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_NAG,2015,38.3,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_TOTAL,2015,46.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_AGR,2015,82.7,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_NAG,2015,39.5,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_TOTAL,2015,42.5,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_AGR,2015,94.5,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_NAG,2015,36.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_TOTAL,2014,44.8,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_AGR,2014,86.5,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_NAG,2014,37.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_TOTAL,2014,46.1,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_AGR,2014,82.8,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_NAG,2014,38.6,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_TOTAL,2014,43.1,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_AGR,2014,94.5,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_NAG,2014,37,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_TOTAL,2013,44.1,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_AGR,2013,86.5,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_NAG,2013,37.1,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_TOTAL,2013,45.7,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_AGR,2013,83.2,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_NAG,2013,37.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_TOTAL,2013,42,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_AGR,2013,94.2,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_NAG,2013,36.2,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_TOTAL,2012,45.1,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_AGR,2012,86.2,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_NAG,2012,38.3,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_TOTAL,2012,46.4,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_AGR,2012,83.1,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_NAG,2012,38.6,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_TOTAL,2012,43.4,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_AGR,2012,93.8,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_NAG,2012,37.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_TOTAL,2011,46.1,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_AGR,2011,87.1,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_NAG,2011,38.6,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_TOTAL,2011,47,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_AGR,2011,83.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_NAG,2011,38.6,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_TOTAL,2011,44.9,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_AGR,2011,94.5,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_NAG,2011,38.6,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_TOTAL,2009,49.8,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_AGR,2009,87.8,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_T,ECO_AGNAG_NAG,2009,42.1,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_TOTAL,2009,49.4,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_AGR,2009,84.4,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_M,ECO_AGNAG_NAG,2009,40.6,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_TOTAL,2009,50.2,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_AGR,2009,95.4,,,R1:3513
BRA,SDG_0831_SEX_ECO_RT,BX:356,SEX_F,ECO_AGNAG_NAG,2009,43.9,,,R1:3513
BRB,SDG_0831_SEX_ECO_RT,BB:15690,SEX_T,ECO_AGNAG_TOTAL,2016,62,,,R1:3513
BRB,SDG_0831_SEX_ECO_RT,BB:15690,SEX_T,ECO_AGNAG_AGR,2016,74.3,,,R1:3513
BRB,SDG_0831_SEX_ECO_RT,BB:15690,SEX_T,ECO_AGNAG_NAG,2016,61.8,,,R1:3513
BRB,SDG_0831_SEX_ECO_RT,BB:15690,SEX_M,ECO_AGNAG_TOTAL,2016,63.4,,,R1:3513
BRB,SDG_0831_SEX_ECO_RT,BB:15690,SEX_M,ECO_AGNAG_AGR,2016,79.6,,,R1:3513
BRB,SDG_0831_SEX_ECO_RT,BB:15690,SEX_M,ECO_AGNAG_NAG,2016,63,,,R1:3513
BRB,SDG_0831_SEX_ECO_RT,BB:15690,SEX_F,ECO_AGNAG_TOTAL,2016,60.6,,,R1:3513
BRB,SDG_0831_SEX_ECO_RT,BB:15690,SEX_F,ECO_AGNAG_AGR,2016,59.7,U,,R1:3513
BRB,SDG_0831_SEX_ECO_RT,BB:15690,SEX_F,ECO_AGNAG_NAG,2016,60.6,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_T,ECO_AGNAG_TOTAL,2021,31,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_T,ECO_AGNAG_AGR,2021,65.4,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_T,ECO_AGNAG_NAG,2021,30.5,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_M,ECO_AGNAG_TOTAL,2021,29.9,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_M,ECO_AGNAG_AGR,2021,64.1,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_M,ECO_AGNAG_NAG,2021,29.2,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_F,ECO_AGNAG_TOTAL,2021,32.7,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_F,ECO_AGNAG_AGR,2021,79.8,U,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_F,ECO_AGNAG_NAG,2021,32.5,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_T,ECO_AGNAG_TOTAL,2020,30.3,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_T,ECO_AGNAG_AGR,2020,69.7,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_T,ECO_AGNAG_NAG,2020,29.8,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_M,ECO_AGNAG_TOTAL,2020,33.3,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_M,ECO_AGNAG_AGR,2020,68.1,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_M,ECO_AGNAG_NAG,2020,32.7,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_F,ECO_AGNAG_TOTAL,2020,25.7,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_F,ECO_AGNAG_AGR,2020,76.8,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_F,ECO_AGNAG_NAG,2020,25.4,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_T,ECO_AGNAG_TOTAL,2019,30.9,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_T,ECO_AGNAG_AGR,2019,39.8,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_T,ECO_AGNAG_NAG,2019,30.7,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_M,ECO_AGNAG_TOTAL,2019,32,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_M,ECO_AGNAG_AGR,2019,35,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_M,ECO_AGNAG_NAG,2019,31.9,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_F,ECO_AGNAG_TOTAL,2019,29.1,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_F,ECO_AGNAG_AGR,2019,70.3,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_F,ECO_AGNAG_NAG,2019,28.9,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_T,ECO_AGNAG_TOTAL,2018,37.5,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_T,ECO_AGNAG_AGR,2018,78,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_T,ECO_AGNAG_NAG,2018,37.1,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_M,ECO_AGNAG_TOTAL,2018,40.3,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_M,ECO_AGNAG_AGR,2018,80.7,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_M,ECO_AGNAG_NAG,2018,39.8,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_F,ECO_AGNAG_TOTAL,2018,33.4,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_F,ECO_AGNAG_AGR,2018,67.5,U,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_F,ECO_AGNAG_NAG,2018,33.2,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_T,ECO_AGNAG_TOTAL,2017,37.7,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_T,ECO_AGNAG_AGR,2017,79.6,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_T,ECO_AGNAG_NAG,2017,37.1,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_M,ECO_AGNAG_TOTAL,2017,36.8,,,R1:3513
BRN,SDG_0831_SEX_ECO_RT,BA:8230,SEX_M,ECO_AGNAG_AGR,2017,84.1,,,R1:3513
